# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
mRNA		GCF_006345805.1	Primary Assembly	linkage group	LG13	NC_043009.1	1163691	1664602	-	XM_036508123.1		XP_036364016.1	neuroblast differentiation-associated protein AHNAK, transcript variant X18	LOC115218249	115218249		7492	7492	
mRNA		GCF_006345805.1	Primary Assembly	linkage group	LG13	NC_043009.1	1163691	1602502	-	XM_029787988.2		XP_029643848.1	neuroblast differentiation-associated protein AHNAK, transcript variant X2	LOC115218249	115218249		7563	7563	
mRNA		GCF_006345805.1	Primary Assembly	linkage group	LG13	NC_043009.1	1163691	1330814	-	XM_036508139.1		XP_036364032.1	neuroblast differentiation-associated protein AHNAK, transcript variant X39	LOC115218249	115218249		6702	6702	
mRNA		GCF_006345805.1	Primary Assembly	linkage group	LG13	NC_043009.1	1163691	1314543	-	XM_036508138.1		XP_036364031.1	neuroblast differentiation-associated protein AHNAK, transcript variant X38	LOC115218249	115218249		6372	6372	
CDS	with_protein	GCF_006345805.1	Primary Assembly	linkage group	LG13	NC_043009.1	1165671	1598404	-	XP_036364030.1		XM_036508137.1	uncharacterized protein LOC115218249 isoform X36	LOC115218249	115218249		6108	2035	
CDS	with_protein	GCF_006345805.1	Primary Assembly	linkage group	LG13	NC_043009.1	1165671	1598404	-	XP_036364029.1		XM_036508136.1	uncharacterized protein LOC115218249 isoform X35	LOC115218249	115218249		6261	2086	
CDS	with_protein	GCF_006345805.1	Primary Assembly	linkage group	LG13	NC_043009.1	1165671	1598404	-	XP_036364025.1		XM_036508132.1	neuroblast differentiation-associated protein AHNAK isoform X30	LOC115218249	115218249		6585	2194	
CDS	with_protein	GCF_006345805.1	Primary Assembly	linkage group	LG13	NC_043009.1	1165671	1598404	-	XP_036364022.1		XM_036508129.1	uncharacterized protein LOC115218249 isoform X25	LOC115218249	115218249		6696	2231	
CDS	with_protein	GCF_006345805.1	Primary Assembly	linkage group	LG13	NC_043009.1	1165671	1598404	-	XP_036364017.1		XM_036508124.1	uncharacterized protein LOC115218249 isoform X19	LOC115218249	115218249		6759	2252	
CDS	with_protein	GCF_006345805.1	Primary Assembly	linkage group	LG13	NC_043009.1	1165671	1598404	-	XP_029643855.1		XM_029787995.2	uncharacterized protein LOC115218249 isoform X34	LOC115218249	115218249		6408	2135	
CDS	with_protein	GCF_006345805.1	Primary Assembly	linkage group	LG13	NC_043009.1	1165671	1598404	-	XP_036364027.1		XM_036508134.1	uncharacterized protein LOC115218249 isoform X32	LOC115218249	115218249		6561	2186	
CDS	with_protein	GCF_006345805.1	Primary Assembly	linkage group	LG13	NC_043009.1	1165671	1598404	-	XP_036364021.1		XM_036508128.1	neuroblast differentiation-associated protein AHNAK isoform X24	LOC115218249	115218249		6696	2231	
CDS	with_protein	GCF_006345805.1	Primary Assembly	linkage group	LG13	NC_043009.1	1165671	1598404	-	XP_036364018.1		XM_036508125.1	uncharacterized protein LOC115218249 isoform X20	LOC115218249	115218249		6759	2252	
CDS	with_protein	GCF_006345805.1	Primary Assembly	linkage group	LG13	NC_043009.1	1165671	1598404	-	XP_036364020.1		XM_036508127.1	neuroblast differentiation-associated protein AHNAK isoform X23	LOC115218249	115218249		6696	2231	
CDS	with_protein	GCF_006345805.1	Primary Assembly	linkage group	LG13	NC_043009.1	1165671	1598404	-	XP_036364013.1		XM_036508120.1	uncharacterized protein LOC115218249 isoform X14	LOC115218249	115218249		6822	2273	
CDS	with_protein	GCF_006345805.1	Primary Assembly	linkage group	LG13	NC_043009.1	1165671	1598404	-	XP_036364007.1		XM_036508114.1	neuroblast differentiation-associated protein AHNAK isoform X7	LOC115218249	115218249		6885	2294	
CDS	with_protein	GCF_006345805.1	Primary Assembly	linkage group	LG13	NC_043009.1	1165671	1598404	-	XP_029643854.1		XM_029787994.2	uncharacterized protein LOC115218249 isoform X33	LOC115218249	115218249		6519	2172	
CDS	with_protein	GCF_006345805.1	Primary Assembly	linkage group	LG13	NC_043009.1	1165671	1598404	-	XP_029643852.1		XM_029787992.2	uncharacterized protein LOC115218249 isoform X26	LOC115218249	115218249		6672	2223	
CDS	with_protein	GCF_006345805.1	Primary Assembly	linkage group	LG13	NC_043009.1	1165671	1598404	-	XP_036364026.1		XM_036508133.1	uncharacterized protein LOC115218249 isoform X31	LOC115218249	115218249		6582	2193	
CDS	with_protein	GCF_006345805.1	Primary Assembly	linkage group	LG13	NC_043009.1	1165671	1598404	-	XP_036364015.1		XM_036508122.1	uncharacterized protein LOC115218249 isoform X16	LOC115218249	115218249		6807	2268	
CDS	with_protein	GCF_006345805.1	Primary Assembly	linkage group	LG13	NC_043009.1	1165671	1598404	-	XP_036364009.1		XM_036508116.1	uncharacterized protein LOC115218249 isoform X9	LOC115218249	115218249		6870	2289	
CDS	with_protein	GCF_006345805.1	Primary Assembly	linkage group	LG13	NC_043009.1	1165671	1598404	-	XP_036364005.1		XM_036508112.1	neuroblast differentiation-associated protein AHNAK isoform X5	LOC115218249	115218249		6933	2310	
CDS	with_protein	GCF_006345805.1	Primary Assembly	linkage group	LG13	NC_043009.1	1165671	1598404	-	XP_029643853.1		XM_029787993.2	uncharacterized protein LOC115218249 isoform X27	LOC115218249	115218249		6654	2217	
CDS	with_protein	GCF_006345805.1	Primary Assembly	linkage group	LG13	NC_043009.1	1165671	1598404	-	XP_036364014.1		XM_036508121.1	uncharacterized protein LOC115218249 isoform X15	LOC115218249	115218249		6807	2268	
CDS	with_protein	GCF_006345805.1	Primary Assembly	linkage group	LG13	NC_043009.1	1165671	1598404	-	XP_036364010.1		XM_036508117.1	neuroblast differentiation-associated protein AHNAK isoform X10	LOC115218249	115218249		6870	2289	
CDS	with_protein	GCF_006345805.1	Primary Assembly	linkage group	LG13	NC_043009.1	1165671	1598404	-	XP_036364023.1		XM_036508130.1	uncharacterized protein LOC115218249 isoform X28	LOC115218249	115218249		6645	2214	
CDS	with_protein	GCF_006345805.1	Primary Assembly	linkage group	LG13	NC_043009.1	1165671	1598404	-	XP_036364011.1		XM_036508118.1	uncharacterized protein LOC115218249 isoform X11	LOC115218249	115218249		6870	2289	
CDS	with_protein	GCF_006345805.1	Primary Assembly	linkage group	LG13	NC_043009.1	1165671	1598404	-	XP_036364006.1		XM_036508113.1	neuroblast differentiation-associated protein AHNAK isoform X6	LOC115218249	115218249		6933	2310	
CDS	with_protein	GCF_006345805.1	Primary Assembly	linkage group	LG13	NC_043009.1	1165671	1598404	-	XP_029643851.1		XM_029787991.2	uncharacterized protein LOC115218249 isoform X21	LOC115218249	115218249		6717	2238	
CDS	with_protein	GCF_006345805.1	Primary Assembly	linkage group	LG13	NC_043009.1	1165671	1598404	-	XP_036364008.1		XM_036508115.1	uncharacterized protein LOC115218249 isoform X8	LOC115218249	115218249		6870	2289	
CDS	with_protein	GCF_006345805.1	Primary Assembly	linkage group	LG13	NC_043009.1	1165671	1598404	-	XP_036364004.1		XM_036508111.1	neuroblast differentiation-associated protein AHNAK isoform X4	LOC115218249	115218249		6933	2310	
CDS	with_protein	GCF_006345805.1	Primary Assembly	linkage group	LG13	NC_043009.1	1165671	1598404	-	XP_036364019.1		XM_036508126.1	uncharacterized protein LOC115218249 isoform X22	LOC115218249	115218249		6708	2235	
CDS	with_protein	GCF_006345805.1	Primary Assembly	linkage group	LG13	NC_043009.1	1165671	1598404	-	XP_029643850.1		XM_029787990.2	uncharacterized protein LOC115218249 isoform X18	LOC115218249	115218249		6780	2259	
CDS	with_protein	GCF_006345805.1	Primary Assembly	linkage group	LG13	NC_043009.1	1165671	1598404	-	XP_036364003.1		XM_036508110.1	neuroblast differentiation-associated protein AHNAK isoform X3	LOC115218249	115218249		6933	2310	
CDS	with_protein	GCF_006345805.1	Primary Assembly	linkage group	LG13	NC_043009.1	1165671	1598404	-	XP_029643849.1		XM_029787989.2	uncharacterized protein LOC115218249 isoform X12	LOC115218249	115218249		6843	2280	
CDS	with_protein	GCF_006345805.1	Primary Assembly	linkage group	LG13	NC_043009.1	1165671	1598404	-	XP_036364002.1		XM_036508109.1	uncharacterized protein LOC115218249 isoform X2	LOC115218249	115218249		6987	2328	
CDS	with_protein	GCF_006345805.1	Primary Assembly	linkage group	LG13	NC_043009.1	1165671	1598404	-	XP_036364024.1		XM_036508131.1	neuroblast differentiation-associated protein AHNAK isoform X29	LOC115218249	115218249		6621	2206	
CDS	with_protein	GCF_006345805.1	Primary Assembly	linkage group	LG13	NC_043009.1	1165671	1598404	-	XP_036364012.1		XM_036508119.1	uncharacterized protein LOC115218249 isoform X13	LOC115218249	115218249		6831	2276	
CDS	with_protein	GCF_006345805.1	Primary Assembly	linkage group	LG13	NC_043009.1	1165671	1598404	-	XP_036364016.1		XM_036508123.1	uncharacterized protein LOC115218249 isoform X17	LOC115218249	115218249		6786	2261	
CDS	with_protein	GCF_006345805.1	Primary Assembly	linkage group	LG13	NC_043009.1	1165671	1598404	-	XP_029643848.1		XM_029787988.2	uncharacterized protein LOC115218249 isoform X1	LOC115218249	115218249		6996	2331	
CDS	with_protein	GCF_006345805.1	Primary Assembly	linkage group	LG13	NC_043009.1	1165671	1598404	-	XP_036364001.1		XM_036508108.1	uncharacterized protein LOC115218249 isoform X1	LOC115218249	115218249		6996	2331	
CDS	with_protein	GCF_006345805.1	Primary Assembly	linkage group	LG13	NC_043009.1	1165671	1314528	-	XP_036364031.1		XM_036508138.1	neuroblast differentiation-associated protein AHNAK isoform X37	LOC115218249	115218249		5877	1958	
CDS	with_protein	GCF_006345805.1	Primary Assembly	linkage group	LG13	NC_043009.1	1165671	1304638	-	XP_036364032.1		XM_036508139.1	neuroblast differentiation-associated protein AHNAK isoform X38	LOC115218249	115218249		5721	1906	
gene	lncRNA	GCF_006345805.1	Primary Assembly	linkage group	LG13	NC_043009.1	1394122	1411049	+					LOC118765744	118765744		16928		
ncRNA	lncRNA	GCF_006345805.1	Primary Assembly	linkage group	LG13	NC_043009.1	1394122	1411049	+	XR_005001616.1			uncharacterized LOC118765744	LOC118765744	118765744		330	330	
gene	lncRNA	GCF_006345805.1	Primary Assembly	linkage group	LG13	NC_043009.1	1628736	1640395	+					LOC118765743	118765743		11660		
ncRNA	lncRNA	GCF_006345805.1	Primary Assembly	linkage group	LG13	NC_043009.1	1628736	1640395	+	XR_005001615.1			uncharacterized LOC118765743	LOC118765743	118765743		169	169	
gene	pseudogene	GCF_006345805.1	Primary Assembly	linkage group	LG13	NC_043009.1	2716706	2716821	+					LOC115218701	115218701		116		pseudo
gene	snRNA	GCF_006345805.1	Primary Assembly	linkage group	LG13	NC_043009.1	2782124	2782282	-					LOC115218709	115218709		159		
ncRNA	snRNA	GCF_006345805.1	Primary Assembly	linkage group	LG13	NC_043009.1	2782124	2782282	-	XR_003882255.1			U1 spliceosomal RNA	LOC115218709	115218709		159	159	
gene	lncRNA	GCF_006345805.1	Primary Assembly	linkage group	LG13	NC_043009.1	3526259	3544108	+					LOC118765745	118765745		17850		
ncRNA	lncRNA	GCF_006345805.1	Primary Assembly	linkage group	LG13	NC_043009.1	3526259	3544108	+	XR_005001617.1			uncharacterized LOC118765745	LOC118765745	118765745		184	184	
gene	lncRNA	GCF_006345805.1	Primary Assembly	linkage group	LG13	NC_043009.1	3706308	3726143	-					LOC118765747	118765747		19836		
ncRNA	lncRNA	GCF_006345805.1	Primary Assembly	linkage group	LG13	NC_043009.1	3706308	3726143	-	XR_005001619.1			uncharacterized LOC118765747	LOC118765747	118765747		99	99	
gene	lncRNA	GCF_006345805.1	Primary Assembly	linkage group	LG13	NC_043009.1	3768961	3788861	+					LOC118765746	118765746		19901		
ncRNA	lncRNA	GCF_006345805.1	Primary Assembly	linkage group	LG13	NC_043009.1	3768961	3788861	+	XR_005001618.1			uncharacterized LOC118765746	LOC118765746	118765746		143	143	
gene	protein_coding	GCF_006345805.1	Primary Assembly	linkage group	LG13	NC_043009.1	4080013	4678221	+					LOC115218431	115218431		598209		
mRNA		GCF_006345805.1	Primary Assembly	linkage group	LG13	NC_043009.1	4080013	4678221	+	XM_029788240.2		XP_029644100.1	uncharacterized LOC115218431	LOC115218431	115218431		3341	3341	
CDS	with_protein	GCF_006345805.1	Primary Assembly	linkage group	LG13	NC_043009.1	4080868	4677478	+	XP_029644100.1		XM_029788240.2	uncharacterized protein LOC115218431	LOC115218431	115218431		1743	580	
gene	pseudogene	GCF_006345805.1	Primary Assembly	linkage group	LG13	NC_043009.1	4716033	4716151	-					LOC115218703	115218703		119		pseudo
gene	lncRNA	GCF_006345805.1	Primary Assembly	linkage group	LG13	NC_043009.1	4775573	4797155	+					LOC118765710	118765710		21583		
ncRNA	lncRNA	GCF_006345805.1	Primary Assembly	linkage group	LG13	NC_043009.1	4775573	4797155	+	XR_005001576.1			uncharacterized LOC118765710	LOC118765710	118765710		100	100	
gene	lncRNA	GCF_006345805.1	Primary Assembly	linkage group	LG13	NC_043009.1	5147850	5193900	-					LOC118765697	118765697		46051		
ncRNA	lncRNA	GCF_006345805.1	Primary Assembly	linkage group	LG13	NC_043009.1	5147850	5193900	-	XR_005001561.1			uncharacterized LOC118765697, transcript variant X1	LOC118765697	118765697		128	128	
ncRNA	lncRNA	GCF_006345805.1	Primary Assembly	linkage group	LG13	NC_043009.1	5174653	5193900	-	XR_005001562.1			uncharacterized LOC118765697, transcript variant X2	LOC118765697	118765697		127	127	
gene	protein_coding	GCF_006345805.1	Primary Assembly	linkage group	LG13	NC_043009.1	5363101	5363451	-					LOC115218547	115218547		351		
mRNA		GCF_006345805.1	Primary Assembly	linkage group	LG13	NC_043009.1	5363101	5363451	-	XM_029788428.1		XP_029644288.1	histone-lysine N-methyltransferase SETMAR-like	LOC115218547	115218547		351	351	
CDS	with_protein	GCF_006345805.1	Primary Assembly	linkage group	LG13	NC_043009.1	5363101	5363451	-	XP_029644288.1		XM_029788428.1	histone-lysine N-methyltransferase SETMAR-like	LOC115218547	115218547		351	116	
gene	lncRNA	GCF_006345805.1	Primary Assembly	linkage group	LG13	NC_043009.1	5500433	5514799	+					LOC118765698	118765698		14367		
ncRNA	lncRNA	GCF_006345805.1	Primary Assembly	linkage group	LG13	NC_043009.1	5500433	5514799	+	XR_005001563.1			uncharacterized LOC118765698	LOC118765698	118765698		96	96	
gene	lncRNA	GCF_006345805.1	Primary Assembly	linkage group	LG13	NC_043009.1	6712546	6727031	-					LOC118765700	118765700		14486		
ncRNA	lncRNA	GCF_006345805.1	Primary Assembly	linkage group	LG13	NC_043009.1	6712546	6727031	-	XR_005001565.1			uncharacterized LOC118765700	LOC118765700	118765700		133	133	
gene	protein_coding	GCF_006345805.1	Primary Assembly	linkage group	LG13	NC_043009.1	6882590	6890693	+					LOC118765699	118765699		8104		
mRNA		GCF_006345805.1	Primary Assembly	linkage group	LG13	NC_043009.1	6882590	6890693	+	XM_036508078.1		XP_036363971.1	uncharacterized LOC118765699	LOC118765699	118765699		941	941	
CDS	with_protein	GCF_006345805.1	Primary Assembly	linkage group	LG13	NC_043009.1	6882747	6889257	+	XP_036363971.1		XM_036508078.1	uncharacterized protein LOC118765699	LOC118765699	118765699		477	158	
gene	lncRNA	GCF_006345805.1	Primary Assembly	linkage group	LG13	NC_043009.1	7111491	7135802	-					LOC118765701	118765701		24312		
ncRNA	lncRNA	GCF_006345805.1	Primary Assembly	linkage group	LG13	NC_043009.1	7111491	7135802	-	XR_005001566.1			uncharacterized LOC118765701	LOC118765701	118765701		171	171	
gene	lncRNA	GCF_006345805.1	Primary Assembly	linkage group	LG13	NC_043009.1	8212934	8222378	-					LOC118765748	118765748		9445		
ncRNA	lncRNA	GCF_006345805.1	Primary Assembly	linkage group	LG13	NC_043009.1	8212934	8222378	-	XR_005001620.1			uncharacterized LOC118765748	LOC118765748	118765748		90	90	
gene	protein_coding	GCF_006345805.1	Primary Assembly	linkage group	LG13	NC_043009.1	8446575	8447120	+					LOC115218555	115218555		546		
mRNA		GCF_006345805.1	Primary Assembly	linkage group	LG13	NC_043009.1	8446575	8447120	+	XM_029788442.1		XP_029644302.1	zinc finger BED domain-containing protein 5-like	LOC115218555	115218555		546	546	
CDS	with_protein	GCF_006345805.1	Primary Assembly	linkage group	LG13	NC_043009.1	8446575	8447120	+	XP_029644302.1		XM_029788442.1	zinc finger BED domain-containing protein 5-like	LOC115218555	115218555		546	181	
gene	protein_coding	GCF_006345805.1	Primary Assembly	linkage group	LG13	NC_043009.1	8549872	8764822	+					LOC115218400	115218400		214951		
mRNA		GCF_006345805.1	Primary Assembly	linkage group	LG13	NC_043009.1	8549872	8764822	+	XM_029788189.2		XP_029644049.1	uncharacterized LOC115218400, transcript variant X1	LOC115218400	115218400		5391	5391	
mRNA		GCF_006345805.1	Primary Assembly	linkage group	LG13	NC_043009.1	8550093	8764822	+	XM_036508141.1		XP_036364034.1	uncharacterized LOC115218400, transcript variant X2	LOC115218400	115218400		5668	5668	
mRNA		GCF_006345805.1	Primary Assembly	linkage group	LG13	NC_043009.1	8554632	8764822	+	XM_036508142.1		XP_036364035.1	uncharacterized LOC115218400, transcript variant X3	LOC115218400	115218400		5569	5569	
CDS	with_protein	GCF_006345805.1	Primary Assembly	linkage group	LG13	NC_043009.1	8638201	8763316	+	XP_029644049.1		XM_029788189.2	uncharacterized protein LOC115218400	LOC115218400	115218400		3723	1240	
CDS	with_protein	GCF_006345805.1	Primary Assembly	linkage group	LG13	NC_043009.1	8638201	8763316	+	XP_036364034.1		XM_036508141.1	uncharacterized protein LOC115218400	LOC115218400	115218400		3723	1240	
CDS	with_protein	GCF_006345805.1	Primary Assembly	linkage group	LG13	NC_043009.1	8638201	8763316	+	XP_036364035.1		XM_036508142.1	uncharacterized protein LOC115218400	LOC115218400	115218400		3723	1240	
gene	lncRNA	GCF_006345805.1	Primary Assembly	linkage group	LG13	NC_043009.1	8785007	8800547	-					LOC118765749	118765749		15541		
ncRNA	lncRNA	GCF_006345805.1	Primary Assembly	linkage group	LG13	NC_043009.1	8785007	8800547	-	XR_005001621.1			uncharacterized LOC118765749	LOC118765749	118765749		679	679	
gene	protein_coding	GCF_006345805.1	Primary Assembly	linkage group	LG13	NC_043009.1	8788065	8855092	-					LOC115218351	115218351		67028		
mRNA		GCF_006345805.1	Primary Assembly	linkage group	LG13	NC_043009.1	8788065	8855092	-	XM_029788113.2		XP_029643973.1	uncharacterized LOC115218351, transcript variant X1	LOC115218351	115218351		7343	7343	
mRNA		GCF_006345805.1	Primary Assembly	linkage group	LG13	NC_043009.1	8788065	8824958	-	XM_036508144.1		XP_036364037.1	uncharacterized LOC115218351, transcript variant X3	LOC115218351	115218351		7124	7124	
